geo_label_citystate,date_label,strata_race_label,strata_sex_label,Adult Binge Drinking,Adult Mental Distress,Adult Obesity,Adult Physical Inactivity,Adult Smoking,All Cancer Deaths,Breast Cancer Deaths,COVID-19 Deaths,"COVID-19 Vaccination, Adults","COVID-19 Vaccination, Seniors",Cardiovascular Disease Deaths,Child Lead Levels,Child Lead Testing,Children,Climate-related  Disasters,College Graduates,Colorectal Cancer Deaths,Community Social Vulnerability to Climate Disasters,Deaths from All Causes,Dental Care,Diabetes,Diabetes Deaths,Drives Alone to Work,Drug Overdose Deaths,Electronic Bullying,Excessive Housing Cost,Fighting in School,"Flu Vaccinations, Medicare",Foreign Born Population,Gun Deaths (Firearms),HIV-Related Deaths,HIV/AIDS Prevalence,Hazardous Air Quality,Heart Disease Deaths,High Blood Pressure,"Homeless, Children","Homeless, Total",Homicides,Household Income Inequality,Households with Higher-Incomes,Housing Lead Risk,Income Inequality,Infant Deaths,Injury Deaths,Lack of Car,Life Expectancy,Limited Supermarket Access,Longer Driving Commute Time,Longer Summers,Low Birthweight,Lung Cancer Deaths,Maternal Deaths,Minority Population,Motor Vehicle Deaths,New Chlamydia Cases,New Gonorrhea Cases,New Tuberculosis Cases,Number of Heat Waves,Opioid Overdose Deaths,Owner Occupied Housing,People with Disabilities,Per-capita Household Income,Pneumonia or Influenza Deaths,Police Killings,Poor Air Quality,Population Density,Poverty and Near Poverty in All Ages,Poverty in All Ages,Poverty in Children,Premature Death,Prenatal Care,Preschool Enrollment,Preterm Births,Primarily Speak Chinese,Primarily Speak English,Primarily Speak Spanish,Prostate Cancer Deaths,Public Assistance,Public Transportation Use,Racial Disparity in Police Killings,"Racial Segregation, White and Asian","Racial Segregation, White and Black","Racial Segregation, White and Hispanic","Racial Segregation, White and Non-White",Renters vs. Owners,Riding Bike to Work,School Bullying,Seniors,Service Workers,Single-Parent Families,Suicide,Syphilis Prevalence,"Syphilis, Newborns",Teen Alcohol,Teen Asthma,Teen Birth Control,Teen Births,Teen Breakfast,Teen Computer Time,Teen Marijuana,Teen Mental Distress,Teen Obesity,Teen Physical Activity,Teen Physical Education,Teen Physical Inactivity,Teen Smoking,Teen Soda,Teen Suicidal Ideation,Teen TV Time,Unemployment,"Uninsured, All Ages","Uninsured, Child",Vacant Housing Units,Vacant Housing and Homelessness,Violent Crime,Walking to Work,Weapons in School
"Cleveland, OH",2010,Hispanic,Male,,,,,,,,,,,236.8401062,,,,,,,,940.6912152,,,,,,,,,,,,,,,193.8661452,,,,,,,,,,71.68259721,,,,,,,,,,,,,,,,,,,,,,,,,,8487.268924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2010,White,Both,,,,,,223.6847986,20.66064349,,,,330.1175403,,,,,21.04648603,19.06078179,,1014.208,,,28.56565372,,38.02437895,,,,,,8.472190716,3.102108702,158.6,,271.0525618,,,,6.346615091,,,,,,85.6099022,,,,,,9.728575785,64.36531693,,,6.607546702,,,,,31.63694939,58.51720821,19.48406383,23993.0,15.5842449,1.74339797,,,,21.79012392,28.86445013,10378.74281,66.89356436,,,,,,18.64110401,,,,,,,,0.708899024,,,,44.32484871,,15.7700352,,,,,,44.34745882,,,,,,,,,,,,,12.69258692,,,,,,,
"Cleveland, OH",2010,White,Female,,,,,,,,,,,,,,,,,,,837.4825288,,,,,29.30929825,,,,,,,,,,,,,,,,,,,,53.61072258,,,,,,,48.67633149,,,,,,,,24.3137913,,,,8.497709729,,,,,,,7413.516242,,,,,,,,,,,,,,,,,,,,,5.9215545,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2010,White,Male,,,,,,,,,,,,,,,,,,,1222.258427,,,30.89514604,,45.97884042,,,,,,15.21830089,,,,,,,,8.663636714,,,,,,115.4594888,,,,,,,,,,10.03179117,,,,,38.6542269,,,,25.65395436,,,,,,,13226.34404,,,,,,,,,,,,,,,,,,,,,25.07347121,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,All,Both,15.1,17.3,41.9,34.3,27.8,233.0572256,25.60390069,,,,327.739604,,,24.23537334,7.35,14.04848106,20.18779476,62.8742515,1026.673407,48.8,17.1,35.35957821,69.92198984,24.51729315,13.8,,42.5,48.0,4.599318545,19.38876795,4.925094613,346.9,8.219178082,256.8310333,39.1,,,19.31672209,-0.417026902,25.40518976,67.29385,0.4917,,78.58386907,24.84310433,73.84423288,49.32979145,,43.78333333,13.5645079,70.77664349,35.55075225,65.49129084,7.802931478,810.8,274.2,3.0,6.384615385,18.05992883,45.34731402,19.03608059,16812.0,14.45621676,2.400034801,75.61643836,5121.752377,59.50961499,34.2254421,50.81189872,10946.22744,60.55614594,46.69850308,,,,,34.78524354,32.31574435,11.12516494,2.189274675,53.65503383,69.54083694,39.00273014,56.26866804,1.205202274,0.632422417,16.1,12.30890615,51.18409115,20.50063711,10.60024573,4.1,6.7,27.9,,19.7,63.69152742,23.8,42.5,24.2,36.0,18.0,71.7,,30.1,8.5,24.2,15.8,35.5,19.50382602,,,21.70495655,,1366.385801,4.796154872,19.2
"Cleveland, OH",2011,All,Female,,,,,,196.2296889,,,,,264.4623156,,,,,,16.52464654,,854.2088088,,,30.89065772,,15.16267219,,,,,,3.92584388,1.908948113,147.9,,199.2867186,,,,6.553795575,,,,,,40.89295075,,76.93051,,,,,55.20355579,,,4.452057588,,,,,11.0746322,,,,12.11826208,,,,,,,7983.691213,,,,,,,,,,,,,,,,,,,,,3.737818405,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,All,Male,,,,,,287.6093814,,,,,409.9319247,,,,,,26.08981278,,1245.98241,,,41.12679349,,34.31062549,,,,,,36.30673191,8.282540917,572.3,,331.494581,,,,32.99727344,,,,,,119.1044866,,70.64410366,,,,,92.38254569,,,11.39537539,,,,,25.34600615,,,,18.328765,,,,,,,14124.41173,,,,,,,,,,,,,,,,,,,,,18.40243315,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,American Indian/Alaska Native,Both,,,,,,,,,,,,,,,,17.71561772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.37011885,28.26880935,16664.0,,,,,,41.58706833,59.30599369,,,,,,,,,,,,,,,,1.60619469,,,,52.97202797,,,,,,,,,,,,,,,,,,,,,22.17687075,,,,,,,
"Cleveland, OH",2011,Asian,Both,,,,,,,,,,,,,,,,43.78568292,,,,,,,,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.95934959,8.809983658,20388.0,,,,,,26.4378624,41.13402062,,,,,,,,,,,,,,,,1.860465116,,,,41.24126814,,,,,,,,,,,,,,,,,,,,,5.580923389,,,,,,,
"Cleveland, OH",2011,Asian/PI,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.003288,,,,,,10.81081081,,,,,,,,,,,,,,,,,,,,6640.070311,65.93406593,,,,,,,,,,,,,,,,,,,,,,,,,,22.30483271,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,Asian/PI,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4746.905683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,Asian/PI,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8140.737232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,Black,Both,,,,,,252.7185752,28.73349284,,,,348.2765844,,,,,8.139180216,21.12726757,,1096.900858,,,40.80579531,,13.70700239,,,,,,29.45987802,6.280544437,667.7,,263.9961872,,,,32.2057207,,,,,,76.95599969,,72.4303388,,,,15.81239227,76.8542876,56.86934269,,8.688083682,,,,,6.544203311,36.64933511,19.45955116,13119.0,14.82970969,3.932672644,,,,41.38137466,58.88244688,12205.61697,56.53679654,,,,,,54.07307438,,,,,,,,1.728562461,,,,56.10317341,,7.975561063,,,,,,76.07388786,,,,,,,,,,,,,25.67794147,,,,,,,
"Cleveland, OH",2011,Black,Female,,,,,,211.4594457,,,,,275.1737947,,,,,,17.87237192,,907.9646232,,,34.91429547,,7.945993364,,,,,,5.413357138,,,,203.864118,,,,10.27312459,,,,,,36.95442481,,75.86447608,,,,,,,,4.774613354,,,,,4.266476465,,,,13.43652239,,,,,,,9037.069023,,,,,,,,,,,,,,,,,,,,,2.790634967,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,Black,Male,,,,,,319.7395534,,,,,453.9614989,,,,,,26.98095213,,1367.330727,,,48.94908719,,20.48257759,,,,,,58.5023776,10.64691673,,,348.6733085,,,,58.38824728,,,,,,124.9759087,,68.44127623,,,,,100.4282264,,,13.35820165,,,,,9.122432389,,,,17.78302656,,,,,,,15955.07522,,,,,,,,,,,,,,,,,,,,,14.73094564,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,Hispanic,Both,,,,,,138.7562071,,,,,170.0367687,,,,,7.947409733,,,661.7382176,,,39.02645742,,16.85708124,,,,,,,,779.7,,130.3461279,,,,,,,,,,40.19014488,,,,,,10.81081081,36.61057238,,,,,,,,13.80866957,40.4113441,16.91551395,11654.0,,,,,,41.34106178,52.29242278,5789.270581,66.14173228,,,,,,,,,,,,,,1.474552684,,,,63.56095393,,,,,,,,72.44607245,,,,,,,,,,,,,18.97989799,,,,,,,
"Cleveland, OH",2011,Hispanic,Female,,,,,,106.551413,,,,,135.9313364,,,,,,,,536.2109584,,,33.41737413,,,,,,,,,,,,100.1218079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762.658494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,Hispanic,Male,,,,,,199.1280804,,,,,231.6583181,,,,,,,,909.9133774,,,51.40257653,,25.73525979,,,,,,,,,,192.6987145,,,,,,,,,,64.42444475,,,,,,,,,,,,,,,21.22573717,,,,,,,,,,,8033.598487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,White,Both,,,,,,236.1935234,24.7092749,,,,334.3058926,,,,,21.04648603,20.361287,,1049.042844,,,31.41440695,,42.07416531,,,,,,8.713593662,2.90952224,164.0,,274.7227869,,,,6.100904604,,,,,,90.48035604,,74.63199192,,,,9.644135607,72.9086169,,,6.629789352,,,,,35.56799552,58.51720821,19.48406383,23993.0,14.63764458,1.74339797,,,,21.79012392,28.86445013,10693.10749,67.47811232,,,,,,20.13638259,,,,,,,,0.708899024,,,,44.32484871,,15.8776933,,,,,,42.50073957,,,,,,,,,,,,,12.69258692,,,,,,,
"Cleveland, OH",2011,White,Female,,,,,,,,,,,,,,,,,15.54466817,,,,,,,29.86809916,,,,,,,,,,,,,,,,,,,,51.60865381,,77.99551115,,,,,,,,,,,,,24.38189251,,,,9.971511543,,,,,,,7644.44136,,,,,,,,,,,,,,,,,,,,,4.852274602,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2011,White,Male,,,,,,,,,,,,,,,,,,,,,,35.39774037,,53.52100232,,,,,,16.0575609,4.98997372,,,,,,,9.209846266,,,,,,127.622117,,71.47394735,,,,,,,,10.42757278,,,,,46.21608871,,,,20.75361574,,,,,,,13604.22127,,,,,,,,,,,,,,,,,,,,,26.60975307,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,All,Both,15.1,17.3,41.9,34.3,27.8,230.9652268,27.10238105,,,,329.7944887,,,24.23537334,7.35,14.04848106,19.86053832,62.8742515,1030.85785,48.8,17.1,35.05326023,69.92198984,29.70079972,13.8,,42.5,48.0,4.599318545,22.40391157,4.142514458,357.6,15.30054645,258.4811986,39.1,,,21.67973394,-0.417026902,25.40518976,67.29385,0.4917,,85.8363717,24.84310433,73.04284191,49.32979145,,43.78333333,13.7450314,70.54659926,35.55075225,65.49129084,7.221162576,807.2,292.8,2.3,6.384615385,22.78940291,45.34731402,19.03608059,16812.0,16.01000631,2.400034801,73.7704918,5121.752377,59.50961499,34.2254421,50.81189872,11265.62222,60.4523444,46.69850308,,,,,32.56535332,32.31574435,11.12516494,2.189274675,53.65503383,69.54083694,39.00273014,56.26866804,1.205202274,0.632422417,16.1,12.30890615,51.18409115,20.50063711,11.22216642,3.4,6.8,27.9,,19.7,60.65747093,23.8,42.5,24.2,36.0,18.0,71.7,,30.1,8.5,24.2,15.8,35.5,19.50382602,,,21.70495655,,1383.764072,4.796154872,19.2
"Cleveland, OH",2012,All,Female,,,,,,191.1890032,,,,,264.7145552,,,,,,16.36270562,,845.0383709,,,29.76649248,,18.46134597,,,,,,5.535208529,1.899957083,152.0,,197.672637,,,,7.970506919,,,,,,44.42240894,,76.07280749,,,,,55.35034343,,,4.543754705,,,,,14.504226,,,,13.61639838,,,,,,,8243.011659,,,,,,,,,,,,,,,,,,,,,3.148543346,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,All,Male,,,,,,289.675543,,,,,416.0290142,,,,,,25.63208356,,1271.553179,,,42.25382398,,41.62648724,,,,,,40.89303768,6.670823881,589.7,,339.6883481,,,,36.2812044,,,,,,131.0479557,,69.8990115,,,,,92.59539454,,,10.15918096,,,,,31.60755839,,,,19.17367436,,,,,,,14520.33758,,,,,,,,,,,,,,,,,,,,,20.42787751,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,American Indian/Alaska Native,Both,,,,,,,,,,,,,,,,17.71561772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.37011885,28.26880935,16664.0,,,,,,41.58706833,59.30599369,,,,,,,,,,,,,,,,1.60619469,,,,52.97202797,,,,,,,,,,,,,,,,,,,,,22.17687075,,,,,,,
"Cleveland, OH",2012,Asian,Both,,,,,,,,,,,,,,,,43.78568292,,,,,,,,,,,,,,,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.95934959,8.809983658,20388.0,,,,,,26.4378624,41.13402062,,,,,,,,,,,,,,,,1.860465116,,,,41.24126814,,,,,,,,,,,,,,,,,,,,,5.580923389,,,,,,,
"Cleveland, OH",2012,Asian/PI,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,11.91709845,,,,,,,,,,,,,,,,,,,,3756.479002,65.52631579,,,,,,,,,,,,,,,,,,,,,,,,,,11.61440186,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,Asian/PI,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.374129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,Asian/PI,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519.787243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,Black,Both,,,,,,248.053394,30.34003374,,,,342.5461102,,,,,8.139180216,21.87878022,,1077.807315,,,38.40682017,,16.65234345,,,,32.0,,35.04993474,5.544136385,694.0,,261.2490622,,,,37.32609683,,,,,,85.8351873,,72.50073682,,,,15.84533038,77.53786061,56.86934269,,8.059628488,,,,,8.566253803,36.64933511,19.45955116,13119.0,15.4286222,3.932672644,,,,41.38137466,58.88244688,12572.4472,56.24880748,,,,,,46.56357132,,,,,,,,1.728562461,,,,56.10317341,,9.420180933,,,,,,73.25712446,,,,,,,,,,,,,25.67794147,,,,,,,
"Cleveland, OH",2012,Black,Female,,,,,,203.8208995,,,,,268.7321931,,,,,,18.95662725,,867.7955279,,,33.44626894,,8.820148949,,,,,,8.34369086,3.330314243,,,195.5846377,,,,12.75540391,,,,,,39.82468038,,76.12810962,,,,,,,,4.524954989,,,,,5.002071065,,,,12.95052513,,,,,,,9268.024753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,Black,Male,,,,,,321.3959327,,,,,452.7773587,,,,,,27.66426588,,1385.470164,,,45.16863236,,26.03749938,,,,,,66.79463988,8.281680762,,,358.6145271,,,,66.2153097,,,,,,141.2579801,,68.36787343,,,,,104.6540983,,,12.3853279,,,,,12.81824412,,,,19.08298692,,,,,,,16480.50805,,,,,,,,,,,,,,,,,,,,,18.05280809,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,Hispanic,Both,,,,,,120.0430177,,,,,200.6532892,,,,,7.947409733,,,694.7359168,,,41.80894423,,17.17516025,,,,40.0,,6.961661235,,800.5,,153.7262865,,,,,,,,,,48.6013812,,,,,,11.6291252,31.9354721,,,,,,,,14.4617728,40.4113441,16.91551395,11654.0,,,,,,41.34106178,52.29242278,6232.071468,66.05068638,,,,,,,,,,,,,,1.474552684,,,,63.56095393,,,,,,,,55.94651654,,,,,,,,,,,,,18.97989799,,,,,,,
"Cleveland, OH",2012,Hispanic,Female,,,,,,84.18953092,,,,,180.8615061,,,,,,,,583.891757,,,34.81656784,,,,,,,,,,,,125.5365502,,,,,,,,,,18.96627482,,,,,,,,,,,,,,,,,,,,,,,,,,4014.890673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,Hispanic,Male,,,,,,172.5287951,,,,,229.1579371,,,,,,,,851.0604186,,,55.71149522,,26.2509409,,,,,,,,,,194.8215222,,,,,,,,,,81.58888844,,,,,,,,,,,,,,,21.88240934,,,,,,,,,,,8857.069006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,White,Both,,,,,,237.6530465,27.17114217,,,,343.8539216,,,,,21.04648603,19.25562942,,1078.947637,,,33.7786653,,51.73755348,,,,51.0,,10.16344326,2.137121187,166.2,,279.232142,,,,6.48058521,,,,,,98.87557872,,73.02371676,,,,9.941772698,71.46858729,,,6.698349276,,,,,45.26729856,58.51720821,19.48406383,23993.0,17.15338189,1.74339797,,,,21.79012392,28.86445013,11184.74493,67.74404892,,,,,,21.95841156,,,,,,,,0.708899024,,,,44.32484871,,14.90879451,,,,,,44.32809773,,,,,,,,,,,,,12.69258692,,,,,,,
"Cleveland, OH",2012,White,Female,,,,,,,,,,,,,,,,,15.49202852,,,,,,,37.40857365,,,,,,,,,,,,,,,,,,,,58.36449454,,76.44033696,,,,,,,,,,,,,32.56821157,,,,14.05826639,,,,,,,8258.469523,,,,,,,,,,,,,,,,,,,,,4.215524077,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2012,White,Male,,,,,,,,,,,,,,,,,,,,,,,,65.12776813,,,,,,18.29966484,3.913470992,,,,,,,9.701667644,,,,,,137.3805103,,69.84356835,,,,,,,,9.27764116,,,,,57.20077442,,,,20.40230352,,,,,,,13942.43953,,,,,,,,,,,,,,,,,,,,,25.42123828,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,All,Both,15.1,17.3,41.9,34.3,27.8,230.6099613,28.92668137,,,,330.6159074,,45.62353977,22.86760697,7.35,16.42180104,21.24326809,66.28571429,1030.857927,48.8,17.1,33.95327674,70.13432008,34.05154165,13.8,33.34797265,42.5,48.0,5.172937049,22.0900957,3.892250504,374.1,2.191780822,258.0380954,39.1,,,22.11798962,-0.382009068,28.08197227,64.86819379,0.514,,88.38104523,24.42966005,72.95953822,49.32979145,26.21639382,43.78333333,13.55164306,71.09697355,35.55075225,66.22069278,5.52681794,792.7,290.9,2.3,6.384615385,27.44896291,41.81345551,20.13061852,18844.0,16.77277475,2.400034801,57.53424658,5004.015444,60.25021363,35.22355998,51.56230263,11079.53772,60.42288994,43.79568974,,0.725524235,86.95131024,8.423576093,29.75182947,35.9723673,10.14380464,2.189274675,56.64172254,67.71155784,37.46271983,52.74911399,1.391574644,0.627183286,16.1,13.32906392,49.63483183,19.28354382,11.6404069,2.3,6.7,27.9,,19.7,55.2231707,23.8,42.5,24.2,36.0,18.0,71.7,,30.1,8.5,24.2,15.8,35.5,16.00446942,10.40348525,3.550346207,20.48399732,,1477.718594,5.051530554,19.2
"Cleveland, OH",2013,All,Female,,,,,,197.712281,,,,,265.5980426,,,,,,17.62521724,,848.4531418,,,29.41534777,,19.05730966,,,,,,6.770874712,,157.7,,200.0278947,,,,9.057913259,,,,,,44.31727759,,75.89865925,,,,,60.24685015,,,3.161291966,,,,,15.43262021,,,,15.33661485,,,,,,,8303.355952,,,,,,,,,,,,,,,,,,,,,3.184618312,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,All,Male,,,,,,281.1019386,,,,,418.7651768,,,,,,26.77174644,,1269.945157,,,39.61549621,,50.48479898,,,,,,38.7741391,6.870694303,617.7,,336.6915763,,,,36.19768504,,,,,,137.2557879,,69.65970609,,,,,87.64225108,,,8.2062535,,,,,40.60224041,,,,18.39595776,,,,,,,14109.03461,,,,,,,,,,,,,,,,,,,,,21.19241082,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,American Indian/Alaska Native,Both,,,,,,,,,,,,,,,,13.68909513,,,,,,,53.39506173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1242236,24.69333333,17599.0,,,,,,38.35993396,36.75213675,,,,,,,,,,10.49382716,,,,,,1.492260062,,,,51.4619883,30.55900621,,,,,,,,,,,,,,,,,,,,15.13647643,20.10666667,10.6888361,,,,7.25308642,
"Cleveland, OH",2013,Asian,Both,,,,,,,,,,,,,,,,41.63057805,,,,,,,55.1291698,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.31707317,9.662921348,20516.0,,,,,,34.9564051,28.25059102,,,,,,,,,,7.499372962,,,,,,2.094339623,,,,42.11956522,11.52439024,,,,,,,,,,,,,,,,,,,,7.11335475,10.71161049,4.01459854,,,,15.95184349,
"Cleveland, OH",2013,Asian/PI,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,10.36866359,,,,,,,,,,,,,,,,,,,,4238.552238,65.26806527,,,,,,,,,,,,,,,,,,,,,,,,,,14.52513966,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,Asian/PI,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.752306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,Asian/PI,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6428.551163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,Black,Both,,,,,,239.1253565,31.19062277,,,,336.1754808,,,,,9.307903246,22.09689102,,1045.365891,,,35.98925369,65.75641812,18.24882612,,,,33.0,,35.09261364,5.290789379,726.1,,253.6634928,,,,37.59048523,,,,,,85.06872774,,72.30563906,,,,15.65161051,75.31177194,56.86934269,,5.639294765,,,,,9.985468367,33.37005188,20.91380562,14301.0,15.52927037,3.932672644,,,,42.93333611,60.48659697,12361.44756,55.64845606,,,,,,35.96917437,,17.0730557,,,,,,1.996698967,,,,55.86262861,37.61163623,9.41170518,,,,,,69.90358127,,,,,,,,,,,,,23.48103194,10.29146354,3.174427403,,,,3.917684604,
"Cleveland, OH",2013,Black,Female,,,,,,205.8233191,,,,,267.1108713,,,,,,20.01183922,,848.8492643,,,32.37763888,,8.366142512,,,,,,10.60250585,,,,193.6344657,,,,14.43170704,,,,,,40.24983345,,76.29043448,,,,,,,,2.911661808,,,,,4.765077396,,,,14.29965928,,,,,,,9425.175955,,,,,,,,,,,,,,,,,,,,,2.815539682,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,Black,Male,,,,,,297.171301,,,,,440.7083432,,,,,,26.09876245,,1336.523575,,,40.50121315,,30.41119704,,,,,,64.06416023,9.167769922,,,344.7638396,,,,64.9467578,,,,,,139.1539,,68.04578974,,,,,96.92474542,,,9.086036287,,,,,16.50047807,,,,17.10811371,,,,,,,15873.26652,,,,,,,,,,,,,,,,,,,,,17.78598015,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,Hispanic,Both,,,,,,140.1626568,,,,,220.0794862,,,,,9.417539807,,,757.7323784,,,55.64092312,71.52932442,18.05088793,,,,41.0,,,,837.0,,165.9361732,,,,,,,,,,47.55899604,,,,,,11.30346232,24.90534835,,,,,,,,17.36253328,40.65971983,18.86473598,15027.0,29.84414367,,,,,35.6997877,44.82929243,5927.981564,67.43589744,,,,,,,,5.357584756,,,,,,1.459436524,,,,59.42125295,34.97343179,7.971647271,,,,,,47.39884393,,,,,,,,,,,,,12.75036896,12.1513068,3.408334443,,,,3.006681514,
"Cleveland, OH",2013,Hispanic,Female,,,,,,105.398908,,,,,187.5124087,,,,,,,,592.9590942,,,,,,,,,,,,,,,133.8307246,,,,,,,,,,16.15503835,,,,,,,,,,,,,,,,,,,,,,,,,,3782.680874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,Hispanic,Male,,,,,,205.6058769,,,,,266.9857885,,,,,,,,1058.958012,,,,,27.67573165,,,,,,,,,,225.1954999,,,,,,,,,,81.76979149,,,,,,,,,,,,,,,27.67573165,,,,,,,,,,,8336.639651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,White,Both,,,,,,244.4332439,30.48651992,,,,353.6605302,,,,,25.10448206,22.36758985,,1111.957039,,,33.62981359,75.71790076,61.75263828,,,,52.0,,9.479304624,1.96999812,170.1,,288.9444899,,,,6.370868301,,,,,,107.5319715,,72.61078056,,,,9.895052474,76.27617587,,,6.360129631,,,,,55.47303968,54.2136685,19.89386417,27536.0,17.91334884,1.74339797,,,,22.86551007,33.18034392,11053.40902,68.75407697,,,,,,23.87705471,,4.466938057,,,,,,0.844553279,,,,41.47212262,16.11311862,16.31931822,,,,,,37.85279469,,,,,,,,,,,,,8.445227193,10.18468878,4.260005372,,,,5.729060246,
"Cleveland, OH",2013,White,Female,,,,,,,,,,,,,,,,,,,,,,,,39.79961318,,,,,,,,,,,,,,,,,,,,57.85557587,,75.16359985,,,,,,,,,,,,,35.40095335,,,,16.86734209,,,,,,,8297.225468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, OH",2013,White,Male,,,,,,,,,,,,,,,,,,,,,,,,82.39637066,,,,,,16.59654377,3.935740058,,,,,,,10.00645285,,,,,,155.420132,,70.11372642,,,,,,,,9.092835619,,,,,74.22499119,,,,18.41543698,,,,,,,13713.78891,,,,,,,,,,,,,,,,,,,,,28.28757656,,,,,,,,,,,,,,,,,,,,,,,,,,
